Fecha Publicación,OP,Entidad,Dispositivo,Número,Sumilla,Link,Fecha Corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363369-1,CONGRESO DE LA REPUBLICA,LEY,N° 32248,Ley que declara de interés nacional la protección conservación y recuperación de los páramos y bosques de neblina de las provincias de Ayabaca y Huancabamba departamento de Piura,https://busquedas.elperuano.pe/dispositivo/NL/2363369-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363369-2,CONGRESO DE LA REPUBLICA,LEY,N° 32249,Ley que modifica la Ley 28832 Ley para asegurar el desarrollo eficiente de la generación eléctrica a fin de garantizar el abastecimiento seguro confiable y eficiente del suministro eléctrico y promover la diversificación de la matriz energética,https://busquedas.elperuano.pe/dispositivo/NL/2363369-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363369-3,CONGRESO DE LA REPUBLICA,LEY,N° 32250,Ley que modifica el Código Penal Decreto Legislativo 635 para fortalecer la lucha contra el tráfico ilícito de drogas,https://busquedas.elperuano.pe/dispositivo/NL/2363369-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363369-4,CONGRESO DE LA REPUBLICA,LEY,N° 32251,Ley que unifica y armoniza la regulación de los símbolos de la patria símbolos del estado y emblemas nacionales,https://busquedas.elperuano.pe/dispositivo/NL/2363369-4,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,DECRETO SUPREMO,N° 009-2025-PCM,Decreto Supremo que aprueba el Plan Multisectorial ante Heladas y Friaje 2025-2027,https://busquedas.elperuano.pe/dispositivo/NL/2363371-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-8,AMBIENTE,DECRETO SUPREMO,N° 002-2025-MINAM,Decreto Supremo que aprueba el Reglamento de la Ley N° 32099 Ley para la protección conservación y uso sostenible de los humedales en el territorio nacional,https://busquedas.elperuano.pe/dispositivo/NL/2363371-8,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363354-1,AMBIENTE,RESOLUCION MINISTERIAL,N° 00014-2025-MINAM,Designan Director de la Dirección General de Educación Ciudadanía e Información Ambiental del Ministerio del Ambiente,https://busquedas.elperuano.pe/dispositivo/NL/2363354-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363246-1,COMERCIO EXTERIOR Y TURISMO,RESOLUCION MINISTERIAL,N° 016-2025-MINCETUR,Autorizan viaje de representante de PROMPERÚ para participar en evento a realizarse en Dinamarca,https://busquedas.elperuano.pe/dispositivo/NL/2363246-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363230-1,COMERCIO EXTERIOR Y TURISMO,RESOLUCION MINISTERIAL,N° 012-2025-MINCETUR,Autorizan viaje de personal del Ministerio para participar en evento a realizarse en la República Federal de Alemania,https://busquedas.elperuano.pe/dispositivo/NL/2363230-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363235-1,COMERCIO EXTERIOR Y TURISMO,RESOLUCION MINISTERIAL,N° 015-2025-MINCETUR,Autorizan viaje de representantes de PROMPERÚ para participar en evento a realizarse en España,https://busquedas.elperuano.pe/dispositivo/NL/2363235-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2362922-1,CULTURA,RESOLUCION DIRECTORAL,N° 000018-2025-DGPA-VMPCIC/MC,Determinan la Protección Provisional del Sitio Arqueológico de Chuco ubicado en el distrito de Vischongo provincia de Vilcas Huamán departamento de Ayacucho,https://busquedas.elperuano.pe/dispositivo/NL/2362922-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363238-1,CULTURA,RESOLUCION VICE MINISTERIAL,N° 000023-2025-VMPCIC/MC,Delegan en el/la Director/a de la Dirección Desconcentrada de Cultura de Cusco durante el Ejercicio Fiscal 2025 la facultad de determinar la protección provisional de los bienes inmuebles prehispánicos que se presumen integrantes del Patrimonio Cultural de la Nación ubicados en el departamento de Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2363238-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363242-1,CULTURA,RESOLUCION VICE MINISTERIAL,N° 000022-2025-VMPCIC/MC,Declaran Patrimonio Cultural de la Nación al Sitio Arqueológico Wanrin ubicado en el distrito de Paucar provincia de Daniel Alcides Carrión departamento de Pasco,https://busquedas.elperuano.pe/dispositivo/NL/2363242-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363277-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00051-2025-DE,Autorizan viaje de personal militar de la Fuerza Aérea del Perú a Argentina en misión de estudios,https://busquedas.elperuano.pe/dispositivo/NL/2363277-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363308-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00049-2025-DE,Autorizan viaje de oficial de la Fuerza Aérea del Perú a la República Argentina en misión de estudios,https://busquedas.elperuano.pe/dispositivo/NL/2363308-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363373-2,DEFENSA,RESOLUCION SUPREMA,N° 002-2025-DE,Modifican el artículo 1 de la R.S. N° 181-2024-DE que asigna empleo a partir del 1 de enero de 2025 en el extremo referido al empleo de los Generales de Brigada del Ejército del Perú por necesidad de servicio,https://busquedas.elperuano.pe/dispositivo/NL/2363373-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-2,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N° 003-2025-EF,Decreto Supremo que dispone el reajuste de pensiones del régimen del Decreto Ley N° 20530 y autoriza transferencia de partidas a favor de diversos pliegos,https://busquedas.elperuano.pe/dispositivo/NL/2363371-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-3,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N° 004-2025-EF,Decreto Supremo que aprueba el primer reajuste de pensiones a favor del personal militar de las Fuerzas Armadas y policial de la Policía Nacional del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2363371-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-4,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N° 005-2025-EF,Decreto Supremo que aprueba los nuevos montos de la remuneración consolidada del personal militar de las Fuerzas Armadas y policial de la Policía Nacional del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2363371-4,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-5,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N° 006-2025-EF,Decreto Supremo que establece los límites máximos de incorporación de mayores ingresos públicos en los pliegos del gobierno nacional los gobiernos regionales los gobiernos locales así como en las empresas y los organismos públicos de los gobiernos regionales y los gobiernos locales y dicta otra disposición,https://busquedas.elperuano.pe/dispositivo/NL/2363371-5,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-6,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N° 007-2025-EF,Decreto Supremo que autoriza transferencia de partidas en el presupuesto del sector público para el año fiscal 2025 a favor de diversos pliegos del gobierno nacional y gobiernos regionales,https://busquedas.elperuano.pe/dispositivo/NL/2363371-6,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363371-7,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N° 008-2025-EF,Decreto Supremo que modifica el Nuevo Apéndice IV del Texto Único Ordenado de la Ley del Impuesto General a las Ventas e Impuesto Selectivo al Consumo,https://busquedas.elperuano.pe/dispositivo/NL/2363371-7,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363364-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N° 015-2025-EF/50,Resolución Ministerial que aprueba los índices de distribución de la regalía minera correspondientes al mes de diciembre del año 2024,https://busquedas.elperuano.pe/dispositivo/NL/2363364-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363365-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N° 016-2025-EF/41,Actualizan el Plan Operativo Institucional (POI) Anual 2025 del Ministerio de Economía y Finanzas,https://busquedas.elperuano.pe/dispositivo/NL/2363365-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363373-3,ECONOMIA Y FINANZAS,RESOLUCION SUPREMA,N° 003-2025-EF,Designan Vocales del Tribunal de Contrataciones del Estado del Organismo Supervisor de las Contrataciones del Estado - OSCE,https://busquedas.elperuano.pe/dispositivo/NL/2363373-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363358-1,ECONOMIA Y FINANZAS,RESOLUCION VICE MINISTERIAL,N° 002-2025-EF/15.01,Aprueban precios de referencia y derechos variables adicionales a que se refiere el Decreto Supremo N° 115-2001-EF,https://busquedas.elperuano.pe/dispositivo/NL/2363358-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363355-1,INTERIOR,RESOLUCION MINISTERIAL,N° 0036-2025-IN,Autorizan viaje de personal policial a España en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2363355-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363366-1,PRODUCE,RESOLUCION,N° 006 -2025-IMARPE/PE,Designan Jefe de la Oficina General de Planeamiento y Presupuesto del Instituto del Mar del Perú – IMARPE,https://busquedas.elperuano.pe/dispositivo/NL/2363366-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363373-1,SALUD,DECRETO SUPREMO,N° 001-2025-SA,Decreto Supremo que incorpora una disposición complementaria final a las disposiciones para las Instituciones Administradoras de Fondos de Aseguramiento en Salud Públicas - IAFAS Públicas aprobadas por Decreto Supremo N° 010-2016-SA,https://busquedas.elperuano.pe/dispositivo/NL/2363373-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363205-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION DIRECTORAL,N° 040-2024-MTC/18,Aprueban inclusión de la Autoridad de Transporte Urbano para Lima y Callao - ATU al Sistema de Casillas Electrónicas en materia de Transporte y Tránsito Terrestre y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2363205-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363372-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION DIRECTORAL,N° 022-2025-MTC/20,Designan Jefe de la Oficina de Administración del Programa denominado Proyecto Especial de Infraestructura de Transporte Nacional — PROVIAS NACIONAL,https://busquedas.elperuano.pe/dispositivo/NL/2363372-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363067-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION MINISTERIAL,N° 021-2025-MTC/01.03,Otorgan a la empresa COMPAÑIA TECNOLOGICA WEBPLUS SOCIEDAD ANONIMA CERRADA Concesión Única para la prestación de servicios públicos de telecomunicaciones en el área que comprende todo el territorio de la República,https://busquedas.elperuano.pe/dispositivo/NL/2363067-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363370-1,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",RESOLUCION VICE MINISTERIAL,N° 002-2025-VIVIENDA/VMCS,Designan Directoras Titular y Suplente en el Directorio de la Empresa Prestadora de Servicios de Saneamiento Tacna Sociedad Anónima - EPS TACNA S.A.,https://busquedas.elperuano.pe/dispositivo/NL/2363370-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363357-1,BIBLIOTECA NACIONAL DEL PERU,RESOLUCION JEFATURAL,N° 000023-2025-BNP,Designan Coordinadora de Acceso a Contenidos Digitales de la Dirección del Acceso y Promoción de la Información de la Biblioteca Nacional del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2363357-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363310-1,INSTITUTO NACIONAL DE SALUD,RESOLUCION DIRECTORAL,N° 001-2025-CETS/INS,Aprueban la Pauta Metodológica N° 001-CETS-INS-V.01 Pauta Metodológica: Evaluación Multicriterio para Generar Recomendaciones de Uso de Tecnologías Sanitarias Oncológicas de Alto Costo,https://busquedas.elperuano.pe/dispositivo/NL/2363310-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363360-1,PROCURADURÍA GENERAL DEL ESTADO,RESOLUCION,N° D000054-2025-JUS/PGE-PG,Designan Ejecutivo de la Unidad de Instrucción de la Oficina de Control Funcional de la Procuraduría General del Estado,https://busquedas.elperuano.pe/dispositivo/NL/2363360-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363367-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACIÓN TRIBUTARIA,RESOLUCION,N° 000011-2025/SUNAT,Resolución de Superintendencia que aprueba el porcentaje requerido para determinar el límite máximo de devolución del Impuesto Selectivo al Consumo a que se refiere el Reglamento del Decreto de Urgencia Nº 012-2019,https://busquedas.elperuano.pe/dispositivo/NL/2363367-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363261-1,SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL,RESOLUCION,N° 025-2025-SUNAFIL,Designan Intendente Regional de la Intendencia Regional de Apurímac de la SUNAFIL,https://busquedas.elperuano.pe/dispositivo/NL/2363261-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2362905-1,CONSEJO EJECUTIVO DEL PODER JUDICIAL,INVESTIGACION,Definitiva N° 380-2021-ANCASH,Imponen medida disciplinaria de destitución a juez de paz del Centro Poblado Hualcán distrito y provincia de Carhuaz de la Corte Superior de Justicia de Ancash,https://busquedas.elperuano.pe/dispositivo/NL/2362905-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2362906-1,CONSEJO EJECUTIVO DEL PODER JUDICIAL,INVESTIGACION,Definitiva N° 10398-2021-LIMA,Imponen la medida disciplinaria de destitución a auxiliar judicial de la Tercera Sala Constitucional de Lima de la Corte Superior de Justicia de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2362906-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2362992-1,BANCO CENTRAL DE RESERVA,RESOLUCION,N° 0001-2025-BCRP-N,Aprueban misión en el exterior del Presidente del BCRP para participar en la Reunión Anual del Foro Económico Mundial 2025,https://busquedas.elperuano.pe/dispositivo/NL/2362992-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363356-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N° 042-2025-UNSCH-R,Autorizan viaje de Rector de la Universidad Nacional de San Cristóbal de Huamanga a EE.UU. en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2363356-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363353-1,MINISTERIO PUBLICO,RESOLUCION,N° 140 -2025-MP-FN,Autorizar viaje de perito de la Oficina de Peritajes y fiscales de la Segunda Fiscalía Supraprovincial Corporativa Especializada en Delitos de Lavado de Activos a Argentina en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2363353-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363362-1,MUNICIPALIDAD DE CIENEGUILLA,Decretos de Alcaldía,N° 023-2024-MDC,Amplían vigencia de plazo establecido en la Ordenanza N° 356-2023-MDC que regula la emisión de constancia de posesión para fines de otorgamiento de factibilidad de servicios básicos que cuenten con planos visados por la Municipalidad de Cieneguilla,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2MzM2Mi0xMjAyNTAxMTk=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363363-1,MUNICIPALIDAD DE CIENEGUILLA,Decretos de Alcaldía,N° 022-2024-MDC,Amplían vigencia de plazo establecido en la Ordenanza N° 355-2023-MDC que regula el procedimiento de visación de planos de trazado de vías y lotización para fines de dotación de servicios básicos para las organizaciones sociales del distrito de Cieneguilla,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2MzM2My0xMjAyNTAxMTk=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2025,2363361-1,MUNICIPALIDAD DE CIENEGUILLA,Ordenanzas,N° 397-2025-MDC,Ordenanza que aprueba descuentos por el pronto pago del Impuesto Predial y Arbitrios Municipales del ejercicio 2025,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2MzM2MS0xMjAyNTAxMTk=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2362961-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,RESOLUCION MINISTERIAL,N° 008-2025-PCM,Crean el Grupo de Trabajo Multisectorial de naturaleza temporal con el objeto de formular una propuesta de Plan de Trabajo para la actualización de la Plataforma Digital Única del Estado Peruano para Orientación al Ciudadano (Plataforma GOB.PE),https://busquedas.elperuano.pe/dispositivo/NL/2362961-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363352-2,PRESIDENCIA DEL CONSEJO DE MINISTROS,RESOLUCION SUPREMA,N° 010-2025-PCM,Encargan funciones de Jefe del Instituto Nacional de Estadística e Informática - INEI,https://busquedas.elperuano.pe/dispositivo/NL/2363352-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363224-1,COMERCIO EXTERIOR Y TURISMO,RESOLUCION MINISTERIAL,N° 010-2025-MINCETUR,Designan Directora de la Dirección de Desarrollo de Capacidades y Oferta Exportable de la Dirección General de Políticas de Desarrollo de Comercio Exterior,https://busquedas.elperuano.pe/dispositivo/NL/2363224-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2362511-1,CULTURA,RESOLUCION DIRECTORAL,N° 000015-2025-DGPA-VMPCIC/MC,Prorrogan plazo de determinación de la protección provisional del Sitio Arqueológico Santa Ana A o San Juan Sector 1 ubicado en el distrito de Ricardo Palma provincia de Huarochiri y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2362511-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2362520-1,CULTURA,RESOLUCION DIRECTORAL,N° 000016-2025-DGPA-VMPCIC/MC,Determinan la Protección Provisional del Paisaje Arqueológico Complejo La Laguna- Quebrada La Camotera ubicado en el distrito y provincia de Ascope departamento La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2362520-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363359-1,CULTURA,RESOLUCION MINISTERIAL,N° 000010-2025-MC,Autorizan viaje de servidores de la Gerencia de Prensa del IRTP a Suiza en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2363359-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2362776-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00042-2025-DE,Autorizan viaje de Oficial de la Marina de Guerra del Perú a Colombia en misión de estudios,https://busquedas.elperuano.pe/dispositivo/NL/2362776-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363272-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00053-2025-DE,Autorizan viaje de personal militar de la Fuerza Aérea del Perú a Francia en misión de estudios,https://busquedas.elperuano.pe/dispositivo/NL/2363272-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363257-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION MINISTERIAL,N° 0008-2025-MIDAGRI,Autorizan viaje de Jefe de Gabinete de Asesores del Despacho Ministerial a la Confederación Suiza en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2363257-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363352-1,DESARROLLO E INCLUSIÓN SOCIAL,DECRETO SUPREMO,N° 001-2025-MIDIS,Decreto Supremo que aprueba los montos máximos de recursos que corresponde a cada gobierno regional por el cumplimiento de las metas establecidas en el marco del Fondo de Estímulo al Desempeño y logro de Resultados Sociales (FED) correspondiente al periodo 2024 - 2025,https://busquedas.elperuano.pe/dispositivo/NL/2363352-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363319-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N° 012-2025-EF/15,Actualizan montos fijos vigentes aplicables a bienes sujetos al Sistema Específico del Impuesto Selectivo al Consumo,https://busquedas.elperuano.pe/dispositivo/NL/2363319-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363323-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N° 013-2025-EF/15,Establecen tipo de cambio de referencia correspondiente al año 2025 para los sujetos obligados al pago de la Regalía Minera que lleven su contabilidad en moneda nacional y mantengan vigentes contratos de garantías y medidas de promoción a la inversión en la actividad minera suscritos antes del 01 de octubre de 2011,https://busquedas.elperuano.pe/dispositivo/NL/2363323-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363324-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N° 014-2025-EF/50,Resolución Ministerial que aprueba los índices de distribución y montos a ser transferidos para el Año Fiscal 2025 a las Municipalidades Provinciales y Distritales de las provincias y distritos de los diversos departamentos de la Amazonía en el marco de lo dispuesto en el Decreto Supremo N° 066-2019-EF,https://busquedas.elperuano.pe/dispositivo/NL/2363324-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2361499-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 014-2025-MINEM/DM,Aprobar la segunda modificación de la concesión definitiva para desarrollar la actividad de transmisión de energía eléctrica en la Línea de Transmisión de 500 kV S.E. Chilca – S.E. Marcona Nueva – S.E. Ocoña – S.E. Montalvo 2 y Subestaciones; L.T. 220 kV S.E. Marcona Nueva – S.E. Marcona Existente; y L.T. 220 kV S.E. Montalvo Nueva – S.E. Montalvo Existente y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2361499-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363219-1,PRODUCE,RESOLUCION,N° 00001-2025-PRODUCE,Aprueban modificación del Manual de Clasificador de Cargos del Ministerio de la Producción,https://busquedas.elperuano.pe/dispositivo/NL/2363219-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363074-1,PRODUCE,RESOLUCION MINISTERIAL,N° 000015-2025-PRODUCE,Oficializan designación de representante de las universidades ante el Consejo Nacional para la Calidad – CONACAL,https://busquedas.elperuano.pe/dispositivo/NL/2363074-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2362685-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION MINISTERIAL,N° 017-2025-MTC/01.03,Otorgan a la empresa INFINITY SMART S.A.C. concesión única para la prestación de servicios públicos de telecomunicaciones en área que comprende todo el territorio nacional,https://busquedas.elperuano.pe/dispositivo/NL/2362685-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2362736-1,CENTRAL DE COMPRAS PÚBLICAS,RESOLUCION JEFATURAL,N° 000004-2025-PERÚ COMPRAS-JEFATURA,Aprueban 2 Fichas Técnicas del rubro Material accesorios y suministros de plantas y animales vivos y disponen su inclusión en el Listado de Bienes y Servicios Comunes - LBSC,https://busquedas.elperuano.pe/dispositivo/NL/2362736-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2362925-1,CENTRAL DE COMPRAS PÚBLICAS,RESOLUCION JEFATURAL,N° 000006-2025-PERÚ COMPRAS-JEFATURA,Designan director de la Dirección de Compras Corporativas de la Central de Compras Públicas - PERÚ COMPRAS,https://busquedas.elperuano.pe/dispositivo/NL/2362925-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363351-1,DESPACHO PRESIDENCIAL,RESOLUCION,N° 000006-2025-DP/SGPD,Designan jefa de la Oficina General de Asesoría Jurídica del Despacho Presidencial,https://busquedas.elperuano.pe/dispositivo/NL/2363351-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363300-1,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO,RESOLUCION,N° 015-2025-ATU/PE,Designan Director de la Dirección de Operaciones de la Autoridad de Transporte Urbano para Lima y Callao – ATU,https://busquedas.elperuano.pe/dispositivo/NL/2363300-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363330-1,AUTORIDAD NACIONAL DEL AGUA,RESOLUCION JEFATURAL,N° 0009-2025-ANA,Designan Director de la Oficina de Administración de la Autoridad Nacional del Agua,https://busquedas.elperuano.pe/dispositivo/NL/2363330-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2025,2363346-1,AUTORIDAD NACIONAL DEL AGUA,RESOLUCION JEFATURAL,N° 0010-2025-ANA,Modifican el Reglamento de Procedimientos Administrativos para el Otorgamiento de Derechos de Uso de Agua y de Autorización de Ejecución de Obras en Fuentes Naturales de Agua,https://busquedas.elperuano.pe/dispositivo/NL/2363346-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
